Order_ID,Order_Date,Category,Sub_Category,Region,City,Quantity,Discount,Sales,Profit
ORD-0298,2025-12-30,Technology,Printers,West,Mumbai,9,0.2,3631.27,193.31
ORD-0299,2025-10-04,Office Supplies,Labels,West,Pune,8,0.1,1041.86,72.03
ORD-0300,2025-03-16,Technology,Accessories,South,Bengaluru,9,0.3,3399.24,341.53
ORD-0301,2025-10-16,Office Supplies,Binders,East,Patna,4,0.1,397.83,64.32
ORD-0302,2025-05-28,Technology,Accessories,South,Hyderabad,1,0.1,496.83,80.99
ORD-0303,2025-01-21,Furniture,Tables,East,Patna,3,0.15,741.51,138.67
ORD-0304,2025-09-09,Office Supplies,Storage,North,Jaipur,2,0.1,361.3,71.98
ORD-0305,2025-12-20,Office Supplies,Storage,East,Patna,8,0.2,518.61,53.38
ORD-0306,2025-03-25,Furniture,Tables,East,Bhubaneswar,1,0.0,239.18,36.27
ORD-0307,2025-03-24,Technology,Laptops,East,Bhubaneswar,3,0.15,1605.56,49.07
ORD-0308,2025-05-04,Office Supplies,Storage,North,Jaipur,7,0.0,1100.12,140.66
ORD-0309,2025-11-13,Office Supplies,Binders,West,Pune,4,0.0,442.46,70.66
ORD-0310,2025-11-30,Technology,Accessories,North,Jaipur,9,0.15,3554.84,136.73
ORD-0311,2025-04-20,Office Supplies,Binders,North,Delhi,6,0.0,693.68,89.14
ORD-0312,2025-02-19,Furniture,Bookcases,West,Pune,5,0.2,1411.37,29.38
ORD-0313,2025-07-20,Office Supplies,Storage,West,Mumbai,9,0.0,1448.62,122.08
ORD-0314,2025-03-17,Office Supplies,Labels,West,Pune,9,0.1,1269.41,249.73
ORD-0315,2025-02-07,Furniture,Furnishings,North,Jaipur,4,0.15,1443.56,65.28
ORD-0316,2025-07-13,Furniture,Chairs,East,Bhubaneswar,8,0.05,3407.71,486.94
ORD-0317,2025-09-19,Office Supplies,Labels,East,Bhubaneswar,6,0.15,532.9,69.38
ORD-0318,2025-04-03,Office Supplies,Storage,West,Pune,1,0.1,64.56,5.06
ORD-0319,2025-05-21,Furniture,Chairs,West,Mumbai,6,0.0,1987.69,273.52
ORD-0320,2025-04-16,Office Supplies,Paper,West,Pune,6,0.3,792.76,17.62
ORD-0321,2025-12-10,Office Supplies,Paper,North,Delhi,5,0.0,621.74,52.88
ORD-0322,2025-11-29,Office Supplies,Binders,East,Patna,1,0.15,29.19,4.42
ORD-0323,2025-09-25,Office Supplies,Paper,North,Delhi,1,0.2,99.71,15.06
ORD-0324,2025-11-20,Technology,Printers,South,Bengaluru,1,0.15,473.12,42.69
ORD-0325,2025-08-13,Technology,Printers,West,Mumbai,3,0.2,1591.88,199.58
ORD-0326,2025-07-29,Furniture,Bookcases,North,Chandigarh,3,0.3,846.98,-4.51
ORD-0327,2025-06-04,Technology,Accessories,West,Pune,5,0.0,1349.32,267.34
ORD-0328,2025-10-28,Furniture,Bookcases,North,Jaipur,5,0.2,1556.99,229.44
ORD-0329,2025-10-21,Technology,Phones,East,Kolkata,5,0.1,1741.1,101.32
ORD-0330,2025-07-07,Furniture,Tables,South,Bengaluru,2,0.1,972.82,118.22
ORD-0331,2025-12-26,Furniture,Chairs,East,Patna,9,0.05,2626.03,238.62
ORD-0332,2025-07-12,Furniture,Furnishings,North,Delhi,4,0.1,1054.84,52.03
ORD-0333,2025-05-06,Furniture,Furnishings,East,Patna,1,0.15,428.32,52.53
ORD-0334,2025-11-21,Technology,Phones,North,Chandigarh,8,0.1,3740.08,506.5
ORD-0335,2025-12-29,Technology,Laptops,East,Bhubaneswar,3,0.2,497.71,75.67
ORD-0336,2025-03-28,Furniture,Furnishings,North,Jaipur,6,0.15,1576.36,309.95
ORD-0337,2025-05-06,Furniture,Chairs,North,Jaipur,4,0.2,2305.83,321.72
ORD-0338,2025-12-20,Office Supplies,Storage,East,Bhubaneswar,3,0.05,132.49,9.58
ORD-0339,2025-12-25,Technology,Printers,North,Jaipur,4,0.2,2405.7,205.66
ORD-0340,2025-09-30,Furniture,Bookcases,West,Ahmedabad,3,0.15,325.21,25.56
ORD-0341,2025-06-14,Technology,Printers,South,Chennai,7,0.0,2637.0,529.64
ORD-0342,2025-04-27,Office Supplies,Storage,West,Ahmedabad,2,0.1,231.1,24.29
ORD-0343,2025-01-05,Furniture,Tables,North,Chandigarh,1,0.05,262.03,58.43
ORD-0344,2025-07-02,Technology,Accessories,South,Bengaluru,4,0.3,3039.78,193.99
ORD-0345,2025-07-22,Furniture,Bookcases,East,Patna,9,0.2,3987.73,704.73
ORD-0346,2025-08-27,Furniture,Bookcases,East,Patna,4,0.2,850.77,77.42
ORD-0347,2025-12-03,Office Supplies,Labels,West,Mumbai,1,0.3,144.93,1.82
ORD-0348,2025-12-15,Office Supplies,Binders,West,Pune,6,0.1,120.0,23.19
ORD-0349,2025-07-23,Furniture,Furnishings,South,Hyderabad,2,0.3,855.0,117.79
ORD-0350,2025-04-23,Technology,Accessories,South,Bengaluru,8,0.3,2506.32,-56.56
ORD-0351,2025-02-06,Office Supplies,Paper,North,Delhi,8,0.1,1020.68,152.4
ORD-0352,2025-09-17,Technology,Phones,South,Bengaluru,6,0.1,2837.25,295.92
ORD-0353,2025-10-17,Technology,Printers,North,Delhi,3,0.0,455.27,75.17
ORD-0354,2025-01-13,Office Supplies,Labels,South,Bengaluru,8,0.15,1031.67,179.8
ORD-0355,2025-02-24,Furniture,Bookcases,South,Bengaluru,6,0.0,1633.36,283.1
ORD-0356,2025-02-22,Technology,Phones,North,Jaipur,3,0.0,403.18,84.32
ORD-0357,2025-03-15,Technology,Accessories,East,Bhubaneswar,4,0.05,1391.18,144.17
ORD-0358,2025-01-22,Office Supplies,Labels,North,Jaipur,4,0.2,511.77,84.88
ORD-0359,2025-10-17,Office Supplies,Labels,East,Patna,2,0.0,286.72,59.43
ORD-0360,2025-12-15,Technology,Accessories,North,Chandigarh,2,0.3,1155.86,110.02
ORD-0361,2025-11-21,Technology,Laptops,West,Mumbai,9,0.0,3809.81,850.58
ORD-0362,2025-11-03,Technology,Printers,South,Chennai,3,0.0,1420.68,204.78
ORD-0363,2025-07-05,Office Supplies,Storage,North,Delhi,7,0.1,140.0,26.39
ORD-0364,2025-08-23,Office Supplies,Storage,East,Kolkata,5,0.0,571.8,72.81
ORD-0365,2025-04-04,Technology,Printers,East,Kolkata,9,0.15,4338.18,856.4
ORD-0366,2025-01-28,Technology,Laptops,West,Ahmedabad,9,0.1,3646.46,447.82
ORD-0367,2025-01-13,Technology,Laptops,East,Kolkata,2,0.05,218.12,21.49
ORD-0368,2025-04-10,Office Supplies,Storage,South,Bengaluru,7,0.2,1233.55,19.87
ORD-0369,2025-01-03,Furniture,Furnishings,East,Bhubaneswar,6,0.3,1050.67,9.32
ORD-0370,2025-01-13,Office Supplies,Labels,East,Patna,9,0.0,1700.93,168.32
ORD-0371,2025-03-15,Furniture,Furnishings,East,Kolkata,5,0.1,1592.66,205.11
ORD-0372,2025-01-24,Furniture,Chairs,West,Pune,9,0.15,2777.8,96.06
ORD-0373,2025-06-05,Furniture,Chairs,West,Ahmedabad,1,0.1,346.04,49.42
ORD-0374,2025-06-11,Technology,Accessories,South,Hyderabad,5,0.3,2265.45,111.09
ORD-0375,2025-01-07,Technology,Phones,North,Jaipur,4,0.1,2402.1,378.84
ORD-0376,2025-06-09,Furniture,Furnishings,East,Patna,8,0.0,4011.96,734.37
ORD-0377,2025-05-12,Technology,Phones,South,Chennai,8,0.15,3469.9,374.91
ORD-0378,2025-04-29,Technology,Laptops,West,Mumbai,5,0.15,955.99,114.78
ORD-0379,2025-01-17,Office Supplies,Labels,South,Hyderabad,7,0.05,939.61,109.07
ORD-0380,2025-12-17,Technology,Phones,North,Jaipur,1,0.0,293.42,70.73
ORD-0381,2025-02-16,Technology,Laptops,West,Mumbai,9,0.05,5629.83,359.37
ORD-0382,2025-06-10,Furniture,Bookcases,West,Pune,2,0.3,833.93,54.24
ORD-0383,2025-02-15,Technology,Phones,South,Hyderabad,5,0.3,2765.54,146.97
ORD-0384,2025-01-03,Furniture,Chairs,East,Bhubaneswar,6,0.2,1916.33,175.97
ORD-0385,2025-08-28,Office Supplies,Labels,North,Delhi,2,0.3,203.94,-1.32
ORD-0386,2025-03-31,Furniture,Furnishings,West,Ahmedabad,9,0.15,3256.18,233.21
ORD-0387,2025-12-24,Furniture,Bookcases,East,Patna,6,0.2,2137.14,364.23
ORD-0388,2025-09-04,Office Supplies,Paper,West,Pune,8,0.2,1215.15,188.61
ORD-0389,2025-11-17,Office Supplies,Labels,East,Bhubaneswar,7,0.15,1005.32,29.71
ORD-0390,2025-09-12,Technology,Phones,West,Pune,5,0.05,2578.59,302.17
ORD-0391,2025-10-05,Office Supplies,Labels,West,Ahmedabad,5,0.15,482.97,67.67
ORD-0392,2025-06-04,Technology,Phones,South,Chennai,2,0.1,441.1,56.94
ORD-0393,2025-04-27,Furniture,Bookcases,North,Jaipur,3,0.05,873.36,107.61
ORD-0394,2025-04-01,Office Supplies,Labels,North,Delhi,2,0.15,183.53,31.48
ORD-0395,2025-09-23,Office Supplies,Binders,North,Jaipur,9,0.2,1160.86,55.99
ORD-0396,2025-05-29,Furniture,Furnishings,East,Patna,3,0.15,840.33,131.5
ORD-0397,2025-11-23,Technology,Printers,East,Patna,8,0.05,5389.52,1151.26
ORD-0398,2025-05-27,Furniture,Chairs,North,Delhi,7,0.3,1706.98,17.42
ORD-0399,2025-07-14,Technology,Printers,South,Chennai,8,0.05,4733.29,959.5
ORD-0400,2025-09-05,Furniture,Chairs,East,Kolkata,4,0.2,1512.73,24.79
ORD-0401,2025-09-06,Technology,Laptops,North,Delhi,6,0.3,3991.66,-92.94
ORD-0402,2025-10-30,Furniture,Furnishings,East,Bhubaneswar,4,0.15,845.4,67.81
ORD-0403,2025-12-09,Office Supplies,Labels,East,Kolkata,2,0.0,168.27,24.07
ORD-0404,2025-01-16,Office Supplies,Binders,West,Ahmedabad,8,0.3,649.7,27.19
ORD-0405,2025-10-14,Furniture,Chairs,West,Ahmedabad,2,0.1,687.86,104.44
ORD-0406,2025-06-02,Furniture,Chairs,West,Ahmedabad,5,0.2,2235.84,61.32
ORD-0407,2025-03-29,Furniture,Chairs,East,Kolkata,2,0.1,827.21,150.22
ORD-0408,2025-05-06,Technology,Laptops,East,Kolkata,9,0.0,5461.17,465.54
ORD-0409,2025-09-19,Technology,Phones,North,Chandigarh,4,0.2,2466.67,421.81
ORD-0410,2025-04-10,Furniture,Bookcases,South,Chennai,4,0.05,1593.78,103.96
ORD-0411,2025-11-10,Office Supplies,Storage,West,Pune,1,0.15,117.47,14.39
ORD-0412,2025-06-17,Furniture,Tables,North,Delhi,3,0.2,1043.26,99.96
ORD-0413,2025-08-28,Office Supplies,Binders,West,Mumbai,3,0.15,383.58,51.31
ORD-0414,2025-11-24,Technology,Laptops,East,Kolkata,7,0.3,3403.49,276.46
ORD-0415,2025-06-28,Furniture,Furnishings,East,Patna,2,0.0,460.82,79.86
ORD-0416,2025-05-20,Technology,Accessories,North,Jaipur,1,0.3,371.83,11.82
ORD-0417,2025-02-28,Office Supplies,Binders,North,Chandigarh,1,0.1,97.5,15.62
ORD-0418,2025-10-16,Technology,Laptops,East,Patna,4,0.3,724.36,72.21
ORD-0419,2025-09-05,Technology,Accessories,East,Bhubaneswar,4,0.05,1192.83,260.04
ORD-0420,2025-01-17,Technology,Laptops,North,Chandigarh,2,0.3,598.5,40.77
ORD-0421,2025-08-07,Office Supplies,Paper,North,Chandigarh,1,0.05,57.15,8.59
ORD-0422,2025-06-15,Office Supplies,Binders,West,Pune,6,0.05,556.19,91.84
ORD-0423,2025-01-20,Technology,Phones,East,Bhubaneswar,9,0.15,4329.71,186.85
ORD-0424,2025-11-19,Furniture,Chairs,South,Bengaluru,6,0.1,1287.98,205.98
ORD-0425,2025-04-10,Office Supplies,Labels,South,Hyderabad,2,0.3,221.95,18.04
ORD-0426,2025-10-28,Furniture,Chairs,West,Mumbai,4,0.0,1316.25,226.58
ORD-0427,2025-08-25,Office Supplies,Binders,West,Mumbai,6,0.1,714.06,140.18
ORD-0428,2025-09-28,Technology,Phones,West,Ahmedabad,4,0.2,1690.16,164.22
ORD-0429,2025-02-12,Furniture,Bookcases,West,Mumbai,9,0.2,3852.43,98.38
ORD-0430,2025-03-04,Technology,Accessories,East,Patna,1,0.0,613.2,50.7
ORD-0431,2025-03-02,Technology,Laptops,West,Ahmedabad,2,0.1,1114.85,162.9
ORD-0432,2025-02-07,Furniture,Bookcases,South,Bengaluru,3,0.15,1368.48,254.62
ORD-0433,2025-12-24,Furniture,Tables,East,Bhubaneswar,1,0.0,402.64,95.24
ORD-0434,2025-10-11,Furniture,Chairs,East,Kolkata,1,0.3,220.95,26.77
ORD-0435,2025-02-27,Technology,Accessories,North,Chandigarh,6,0.15,1173.48,61.07
ORD-0436,2025-05-30,Office Supplies,Binders,South,Chennai,9,0.2,310.57,19.0
ORD-0437,2025-03-29,Furniture,Chairs,East,Bhubaneswar,4,0.1,914.0,104.78
ORD-0438,2025-12-07,Office Supplies,Paper,South,Bengaluru,5,0.0,410.63,45.81
ORD-0439,2025-10-30,Office Supplies,Storage,East,Kolkata,4,0.0,708.38,93.98
ORD-0440,2025-06-02,Technology,Printers,South,Chennai,5,0.2,2061.69,144.62
ORD-0441,2025-10-29,Office Supplies,Paper,North,Jaipur,7,0.05,803.12,101.19
ORD-0442,2025-08-01,Technology,Printers,North,Delhi,9,0.3,4514.77,311.85
ORD-0443,2025-09-18,Furniture,Tables,North,Chandigarh,7,0.1,2228.49,257.32
ORD-0444,2025-06-14,Technology,Phones,North,Jaipur,7,0.2,3331.53,442.19
ORD-0445,2025-09-04,Furniture,Furnishings,East,Kolkata,8,0.15,2482.71,285.61
ORD-0446,2025-05-06,Technology,Phones,South,Hyderabad,3,0.3,1879.55,-8.17
ORD-0447,2025-07-20,Furniture,Bookcases,West,Pune,7,0.1,1992.63,203.38
ORD-0448,2025-05-17,Office Supplies,Labels,West,Ahmedabad,1,0.3,95.1,11.71
ORD-0449,2025-12-20,Office Supplies,Labels,East,Bhubaneswar,3,0.2,641.77,64.51
ORD-0450,2025-10-22,Technology,Phones,North,Delhi,8,0.05,5344.44,799.47
ORD-0451,2025-01-07,Technology,Laptops,North,Jaipur,1,0.1,611.86,76.86
ORD-0452,2025-05-24,Furniture,Chairs,East,Bhubaneswar,9,0.3,3002.61,294.21
ORD-0453,2025-03-27,Furniture,Chairs,North,Delhi,9,0.0,728.9,124.18
ORD-0454,2025-09-28,Furniture,Bookcases,South,Hyderabad,3,0.1,841.14,48.68
ORD-0455,2025-02-17,Furniture,Furnishings,South,Chennai,2,0.15,778.17,133.57
ORD-0456,2025-11-18,Furniture,Chairs,North,Chandigarh,6,0.15,384.46,75.75
ORD-0457,2025-01-03,Furniture,Chairs,East,Patna,6,0.3,2243.86,86.75
ORD-0458,2025-04-17,Furniture,Bookcases,South,Chennai,2,0.3,912.85,107.89
ORD-0459,2025-11-13,Furniture,Bookcases,West,Pune,8,0.0,1783.29,319.62
ORD-0460,2025-11-10,Office Supplies,Paper,South,Chennai,4,0.0,493.78,40.73
ORD-0461,2025-03-12,Technology,Printers,North,Jaipur,9,0.05,2421.07,525.13
ORD-0462,2025-10-19,Office Supplies,Storage,North,Chandigarh,5,0.2,261.94,30.78
ORD-0463,2025-09-24,Technology,Laptops,North,Delhi,6,0.0,3994.07,483.5
ORD-0464,2025-10-27,Technology,Laptops,South,Bengaluru,1,0.05,172.71,31.23
ORD-0465,2025-11-14,Furniture,Tables,East,Bhubaneswar,1,0.1,397.29,81.3
ORD-0466,2025-06-05,Furniture,Chairs,South,Hyderabad,5,0.05,923.26,101.41
ORD-0467,2025-07-26,Office Supplies,Storage,South,Bengaluru,4,0.15,538.78,85.68
ORD-0468,2025-06-14,Office Supplies,Paper,West,Mumbai,6,0.3,712.98,32.51
ORD-0469,2025-06-27,Office Supplies,Storage,North,Chandigarh,6,0.2,377.83,31.81
ORD-0470,2025-07-01,Office Supplies,Binders,South,Chennai,6,0.1,638.71,137.2
ORD-0471,2025-12-31,Technology,Accessories,East,Kolkata,3,0.2,519.25,16.68
ORD-0472,2025-10-31,Technology,Accessories,North,Jaipur,5,0.1,2752.78,131.24
ORD-0473,2025-12-22,Technology,Printers,South,Hyderabad,7,0.1,3576.46,731.49
ORD-0474,2025-01-25,Furniture,Chairs,South,Chennai,4,0.2,1658.21,196.52
ORD-0475,2025-06-02,Office Supplies,Binders,South,Hyderabad,4,0.1,657.17,133.38
ORD-0476,2025-02-20,Technology,Phones,East,Patna,5,0.15,2406.64,268.35
ORD-0477,2025-01-14,Office Supplies,Binders,West,Pune,2,0.1,318.81,23.42
ORD-0478,2025-12-11,Furniture,Chairs,East,Patna,9,0.3,2364.58,51.55
ORD-0479,2025-05-23,Technology,Printers,East,Kolkata,8,0.0,3098.89,689.05
ORD-0480,2025-02-28,Technology,Printers,South,Hyderabad,8,0.3,5893.14,539.63
ORD-0481,2025-04-04,Office Supplies,Labels,West,Pune,2,0.15,101.0,4.13
ORD-0482,2025-05-30,Office Supplies,Labels,West,Ahmedabad,4,0.2,570.52,46.76
ORD-0483,2025-05-24,Technology,Printers,West,Ahmedabad,7,0.1,3637.06,619.62
ORD-0484,2025-06-28,Technology,Accessories,North,Jaipur,4,0.2,1800.92,292.74
ORD-0485,2025-04-05,Furniture,Bookcases,North,Jaipur,5,0.2,1404.23,246.88
ORD-0486,2025-01-11,Office Supplies,Labels,South,Bengaluru,2,0.05,199.29,26.56
ORD-0487,2025-12-24,Technology,Accessories,West,Pune,8,0.1,1455.21,146.2
ORD-0488,2025-02-08,Technology,Laptops,West,Pune,1,0.15,377.11,53.58
ORD-0489,2025-01-04,Technology,Phones,South,Bengaluru,2,0.3,1177.57,67.56
ORD-0490,2025-07-11,Technology,Printers,South,Bengaluru,6,0.05,2340.67,347.44
ORD-0491,2025-12-09,Technology,Accessories,West,Pune,1,0.05,499.31,101.01
ORD-0492,2025-10-05,Technology,Printers,South,Hyderabad,9,0.05,3996.62,703.11
ORD-0493,2025-11-15,Office Supplies,Storage,South,Chennai,7,0.1,758.01,101.47
ORD-0494,2025-07-30,Furniture,Chairs,East,Bhubaneswar,7,0.0,2721.19,615.44
ORD-0495,2025-12-11,Furniture,Bookcases,East,Patna,8,0.0,2620.04,438.05
ORD-0496,2025-03-13,Office Supplies,Binders,West,Ahmedabad,9,0.2,605.57,74.17
ORD-0497,2025-08-10,Technology,Laptops,West,Mumbai,3,0.05,1062.78,229.61
ORD-0498,2025-03-13,Furniture,Tables,West,Ahmedabad,9,0.3,2190.53,84.71
ORD-0499,2025-03-17,Office Supplies,Storage,West,Ahmedabad,1,0.2,141.82,5.64
ORD-0500,2025-08-01,Office Supplies,Paper,East,Bhubaneswar,4,0.3,753.56,77.45
ORD-0501,2025-10-03,Furniture,Tables,South,Hyderabad,4,0.0,932.33,162.45
ORD-0502,2025-08-07,Technology,Printers,South,Bengaluru,7,0.3,3655.37,287.64
ORD-0503,2025-08-17,Office Supplies,Storage,East,Kolkata,1,0.05,151.17,28.99
ORD-0504,2025-04-06,Furniture,Tables,East,Kolkata,2,0.2,809.75,105.58
ORD-0505,2025-05-29,Furniture,Bookcases,North,Chandigarh,7,0.0,1204.69,192.29
ORD-0506,2025-11-09,Office Supplies,Paper,East,Bhubaneswar,4,0.0,589.79,131.32
ORD-0507,2025-07-27,Technology,Accessories,East,Bhubaneswar,9,0.2,3442.82,99.74
ORD-0508,2025-09-25,Furniture,Furnishings,East,Bhubaneswar,1,0.1,85.07,15.42
ORD-0509,2025-12-17,Furniture,Bookcases,East,Patna,1,0.2,329.26,34.96
ORD-0510,2025-04-12,Office Supplies,Binders,South,Bengaluru,5,0.2,300.26,45.21
ORD-0511,2025-05-19,Furniture,Chairs,North,Jaipur,8,0.15,2824.54,364.48
ORD-0512,2025-02-07,Office Supplies,Labels,South,Bengaluru,7,0.2,897.58,143.99
ORD-0513,2025-06-13,Office Supplies,Binders,North,Jaipur,4,0.15,559.04,74.55
ORD-0514,2025-08-26,Office Supplies,Binders,West,Ahmedabad,8,0.1,1614.47,305.81
ORD-0515,2025-07-27,Technology,Printers,West,Mumbai,2,0.3,554.95,28.46
ORD-0516,2025-04-28,Office Supplies,Storage,South,Bengaluru,9,0.05,1192.79,205.85
ORD-0517,2025-07-14,Technology,Accessories,East,Kolkata,1,0.05,300.55,62.53
ORD-0518,2025-06-25,Furniture,Furnishings,East,Patna,7,0.0,3384.31,523.92
ORD-0519,2025-12-06,Office Supplies,Storage,South,Hyderabad,1,0.2,102.52,10.29
ORD-0520,2025-10-29,Technology,Accessories,South,Bengaluru,9,0.2,4632.38,505.92
ORD-0521,2025-04-22,Furniture,Tables,North,Jaipur,7,0.15,2499.46,439.69
ORD-0522,2025-05-18,Furniture,Furnishings,East,Bhubaneswar,9,0.15,2888.82,84.75
ORD-0523,2025-08-25,Office Supplies,Paper,West,Mumbai,5,0.2,384.1,42.04
ORD-0524,2025-12-26,Technology,Accessories,West,Pune,3,0.3,1304.11,158.83
ORD-0525,2025-08-08,Technology,Accessories,South,Hyderabad,9,0.15,3235.58,103.97
ORD-0526,2025-04-21,Furniture,Tables,West,Mumbai,1,0.0,255.91,26.47
ORD-0527,2025-07-28,Office Supplies,Binders,North,Jaipur,6,0.3,174.59,19.55
ORD-0528,2025-06-15,Technology,Laptops,North,Delhi,1,0.3,398.25,51.85
ORD-0529,2025-05-23,Furniture,Tables,East,Kolkata,6,0.2,2272.84,101.65
ORD-0530,2025-11-01,Technology,Phones,South,Bengaluru,7,0.0,3919.79,714.52
ORD-0531,2025-07-17,Office Supplies,Binders,West,Pune,2,0.3,244.95,29.06
ORD-0532,2025-01-19,Technology,Printers,East,Patna,3,0.0,1561.15,296.93
ORD-0533,2025-02-13,Technology,Accessories,West,Pune,8,0.1,2797.6,583.54
ORD-0534,2025-11-10,Furniture,Furnishings,North,Chandigarh,5,0.3,524.7,3.1
ORD-0535,2025-12-12,Technology,Printers,West,Pune,2,0.1,422.94,37.89
ORD-0536,2025-12-30,Technology,Laptops,West,Ahmedabad,3,0.05,1501.95,174.71
ORD-0537,2025-05-26,Technology,Laptops,South,Bengaluru,2,0.15,669.09,68.89
ORD-0538,2025-05-02,Office Supplies,Storage,North,Chandigarh,4,0.2,785.43,130.04
ORD-0539,2025-04-06,Technology,Laptops,East,Bhubaneswar,9,0.1,5003.9,701.04
ORD-0540,2025-12-03,Office Supplies,Storage,North,Jaipur,9,0.1,412.98,42.86
ORD-0541,2025-07-12,Office Supplies,Binders,East,Bhubaneswar,4,0.2,730.02,130.2
ORD-0542,2025-09-27,Technology,Printers,West,Ahmedabad,1,0.05,218.74,18.15
ORD-0543,2025-05-05,Office Supplies,Storage,South,Chennai,5,0.3,694.63,74.3
ORD-0544,2025-01-25,Technology,Printers,West,Ahmedabad,9,0.3,1399.54,58.54
ORD-0545,2025-12-21,Technology,Phones,North,Chandigarh,4,0.1,1435.1,70.36
ORD-0546,2025-07-28,Office Supplies,Paper,East,Patna,2,0.15,221.1,7.43
ORD-0547,2025-08-31,Office Supplies,Storage,East,Kolkata,2,0.3,276.45,29.82
ORD-0548,2025-03-17,Technology,Accessories,West,Pune,4,0.3,2223.29,150.1
ORD-0549,2025-03-13,Technology,Accessories,East,Patna,7,0.15,3193.65,319.18
ORD-0550,2025-10-19,Office Supplies,Paper,East,Kolkata,5,0.2,367.9,9.3
ORD-0551,2025-03-17,Technology,Laptops,North,Jaipur,5,0.1,100.0,12.73
ORD-0552,2025-04-16,Office Supplies,Labels,East,Kolkata,5,0.2,521.29,72.58
ORD-0553,2025-11-15,Technology,Printers,North,Chandigarh,4,0.05,1176.54,84.87
ORD-0554,2025-02-03,Technology,Phones,East,Patna,6,0.2,2469.51,169.46
ORD-0555,2025-08-19,Technology,Accessories,West,Mumbai,3,0.0,656.94,68.31
ORD-0556,2025-12-09,Furniture,Tables,South,Hyderabad,5,0.3,1236.76,110.22
ORD-0557,2025-05-17,Technology,Laptops,North,Chandigarh,7,0.2,4518.07,710.41
ORD-0558,2025-07-06,Technology,Phones,West,Pune,4,0.05,1357.27,183.47
ORD-0559,2025-09-02,Technology,Phones,West,Pune,8,0.15,3880.09,504.58
ORD-0560,2025-08-13,Furniture,Furnishings,East,Kolkata,1,0.15,434.28,69.6
ORD-0561,2025-10-23,Office Supplies,Binders,West,Ahmedabad,2,0.15,315.63,16.82
ORD-0562,2025-05-24,Office Supplies,Binders,South,Hyderabad,2,0.15,277.9,7.71
ORD-0563,2025-09-23,Furniture,Furnishings,North,Delhi,8,0.3,3374.81,41.11
ORD-0564,2025-07-04,Technology,Printers,North,Chandigarh,4,0.05,1000.65,70.2
ORD-0565,2025-03-30,Office Supplies,Binders,West,Pune,2,0.05,156.01,10.11
ORD-0566,2025-03-01,Technology,Laptops,West,Ahmedabad,2,0.0,825.29,160.42
ORD-0567,2025-06-08,Office Supplies,Binders,East,Bhubaneswar,9,0.2,1149.82,16.32
ORD-0568,2025-05-26,Furniture,Tables,South,Hyderabad,8,0.3,3187.85,353.96
ORD-0569,2025-02-05,Office Supplies,Binders,West,Pune,4,0.2,628.03,102.4
ORD-0570,2025-10-21,Office Supplies,Paper,North,Chandigarh,3,0.2,448.44,25.22
ORD-0571,2025-08-19,Technology,Printers,North,Jaipur,6,0.3,3297.66,-11.04
ORD-0572,2025-06-18,Technology,Accessories,West,Mumbai,6,0.15,2974.01,410.31
ORD-0573,2025-07-25,Technology,Printers,East,Patna,1,0.3,268.53,17.95
ORD-0574,2025-05-13,Office Supplies,Storage,West,Ahmedabad,9,0.2,1147.3,28.06
ORD-0575,2025-11-21,Furniture,Tables,South,Hyderabad,9,0.15,2287.64,100.5
ORD-0576,2025-02-23,Technology,Accessories,South,Chennai,3,0.15,212.28,26.87
ORD-0577,2025-05-09,Office Supplies,Binders,North,Jaipur,1,0.2,168.18,21.54
ORD-0578,2025-12-30,Furniture,Furnishings,East,Kolkata,4,0.2,1185.31,63.59
ORD-0579,2025-04-12,Office Supplies,Storage,South,Chennai,9,0.2,906.29,131.78
ORD-0580,2025-12-12,Technology,Printers,West,Pune,3,0.05,528.74,59.84
ORD-0581,2025-08-28,Technology,Phones,West,Ahmedabad,7,0.3,3123.57,-52.55
ORD-0582,2025-10-02,Technology,Accessories,South,Bengaluru,6,0.3,3117.0,239.26
ORD-0583,2025-08-20,Office Supplies,Labels,North,Jaipur,8,0.1,1494.19,297.81
ORD-0584,2025-05-20,Office Supplies,Labels,South,Bengaluru,3,0.2,432.33,43.26
ORD-0585,2025-03-30,Office Supplies,Labels,North,Delhi,6,0.3,877.96,23.91
ORD-0586,2025-10-06,Furniture,Chairs,East,Kolkata,2,0.15,639.16,80.57
ORD-0587,2025-12-19,Technology,Phones,South,Hyderabad,4,0.3,1183.87,41.8
ORD-0588,2025-12-24,Furniture,Bookcases,South,Hyderabad,5,0.3,1499.09,127.72
ORD-0589,2025-01-07,Technology,Accessories,North,Chandigarh,6,0.05,2419.55,347.59
ORD-0590,2025-11-04,Furniture,Chairs,South,Bengaluru,1,0.0,262.42,28.24
ORD-0591,2025-08-06,Office Supplies,Labels,North,Jaipur,4,0.0,843.73,81.64
ORD-0592,2025-09-01,Technology,Printers,East,Bhubaneswar,9,0.05,5737.6,526.45
ORD-0593,2025-07-06,Office Supplies,Storage,East,Patna,4,0.3,562.07,58.1
ORD-0594,2025-10-05,Furniture,Furnishings,South,Bengaluru,2,0.15,1095.94,200.76
ORD-0595,2025-09-10,Furniture,Tables,North,Jaipur,1,0.15,196.77,6.76
ORD-0596,2025-09-11,Furniture,Chairs,South,Chennai,5,0.3,650.13,58.05
